path,artist_name,song_name,features,features11
folder7/Lisa Hannigan - Knots (Official HD Video) [nYdPtcx-4mo].mp3,Lisa Hannigan ,folder7/Lisa Hannigan ,"[0.3238706, 2552.196544580848, 2477.9475948436752, 5448.913982822307, 21.10057242108064, 0.2476355041982862, 0.55317664, 0.2697433, 17.75714, 2.135214, 4.387429316813026, 0.0023228969245437997, 0.2875336, 0.13622336926320608]",
folder7/L O V E Michael Buble (with lyrics) [s-MUtA_xUZ0].mp3,L O V E Michael Buble (with lyrics) [s,folder7/L O V E Michael Buble (with lyrics) [s,"[0.37032393, 2246.1609098931717, 2174.930429721697, 4548.7768636424, 21.078161725494653, 0.19044749742664777, 0.52645016, 0.26164755, 7.3629584, 0.28608224, 2.7601776120664585, 0.0019703117491032805, 0.17938338, 0.12413962907223797]",
folder7/Lupe Fiasco - The Show Goes On [Rmp6zIr5y4U].mp3,Lupe Fiasco ,folder7/Lupe Fiasco ,"[0.42248717, 2827.367502835547, 2492.164524641101, 5722.626437331837, 20.55833717534999, 0.22606127995033137, 0.5190114, 0.26414758, 10.730355, 1.9772193, 3.2084980282342945, -0.0044454381053226025, 0.21251875, 0.15600256942717283]",
folder7/MACKLEMORE FEAT SKYLAR GREY - GLORIOUS (OFFICIAL MUSIC VIDEO) [7OrLroFa0AI].mp3,MACKLEMORE FEAT SKYLAR GREY ,folder7/MACKLEMORE FEAT SKYLAR GREY ,"[0.4333249, 2397.7235067637434, 2320.84482374863, 4935.217327456741, 20.804603645274877, 0.19514884326342377, 0.52580094, 0.26374182, 26.044636, 3.5530477, 4.091211959556227, -0.0004998289356002824, 0.30221638, 0.11793808882283878]",
folder7/Louis Jordan And His Tympany Five - Keep A-Knockin' (But You Can't Come In) [4Uajijh9Lew].mp3,Louis Jordan And His Tympany Five ,folder7/Louis Jordan And His Tympany Five ,"[0.31794265, 2387.085018675936, 2257.180068420486, 4858.185343430487, 22.705767538545615, 0.15495998423910037, 0.5266024, 0.26974723, 2.9457796, -3.7105107, 1.5684332663354403, -0.005737592878372361, 0.114746615, 0.12567737939244059]",
folder7/Lorde - Team [f2JuxM-snGc].mp3,Lorde ,folder7/Lorde ,"[0.40599456, 2362.979293303591, 2457.0087838179106, 5061.352830345766, 20.60855208899827, 0.20732511964146724, 0.50542223, 0.2622266, 12.399495, 2.4845784, 2.9785239730537447, -0.01460621902812006, 0.21331693, 0.1133555130929283]",
folder7/LOCASH - I Know Somebody [XgBFV7xhOXo].mp3,LOCASH ,folder7/LOCASH ,"[0.43858516, 2581.0565243311107, 2432.4850381391325, 5392.57111495505, 20.143962419190384, 0.2452679430326831, 0.54193366, 0.25983173, 1.4077373, -4.0436983, 1.2773433452142464, -0.014567455158684801, 0.07570831, 0.14467557709309267]",
folder7/Lukas Graham - 7 Years [Official Music Video] [LHCob76kigA].mp3,Lukas Graham ,folder7/Lukas Graham ,"[0.3793905, 2302.865828522593, 2306.566349229588, 4743.624214504076, 21.302850613778187, 0.20623697634608154, 0.49997804, 0.2640637, 11.101668, -0.3818304, 2.95534474176994, 0.002987871275636626, 0.19973056, 0.12078302987614033]",
folder7/Love you out loud rascal flatts lyrics [cl_7xA8EqO8].mp3,Love you out loud rascal flatts lyrics [cl_7xA8EqO8].mp3,folder7/Love you out loud rascal flatts lyrics [cl_7xA8EqO8].mp3,"[0.4458324, 2851.519724600464, 2542.456007035757, 5856.51592778075, 21.225780140877813, 0.21505556341146784, 0.5770388, 0.2716523, 18.870775, 5.571224, 5.2188423147856895, 0.0007857340363064268, 0.31410977, 0.17454236294442013]",
folder7/Mac Miller - Self Care [SsKT0s5J8ko].mp3,Mac Miller ,folder7/Mac Miller ,"[0.41825417, 1762.0101896178796, 2059.974138739257, 3501.141749196079, 21.01102975264309, 0.1919827263303059, 0.45478293, 0.2476333, 18.475275, 3.5719147, 3.225701691552861, -0.004138945256852129, 0.2567282, 0.07454800357089128]",
folder7/Luke Bryan - Fast (Official Music Video) [QH35AWCnugg].mp3,Luke Bryan ,folder7/Luke Bryan ,"[0.4176634, 2391.8366080954142, 2420.642096790713, 5208.771420624936, 20.200868977356933, 0.2214917924740865, 0.6027815, 0.2668224, 4.9108033, -1.8179842, 2.298886190254104, 0.003948661347998061, 0.14195324, 0.1269173787099722]",
folder7/Maddie Poppe - Going Going Gone (Official Video) [EY2SWmKwo4k].mp3,Maddie Poppe ,folder7/Maddie Poppe ,"[0.35066158, 2879.444814568485, 2651.9366243859768, 6266.776205295186, 20.878378490727837, 0.21633827138037548, 0.54815847, 0.2600811, 2.090137, -1.9163707, 1.3951099902663007, -0.008069494970022193, 0.09551291, 0.15571218374129203]",
folder7/Macklemore feat. Kesha - Good Old Days (Lyrics) [AiSLmhqoxN0].mp3,Macklemore feat. Kesha ,folder7/Macklemore feat. Kesha ,"[0.38782603, 2204.313999234843, 2241.8403360421676, 4509.383231443993, 21.700158415818947, 0.20715657797097148, 0.5145704, 0.2652255, 10.093177, 0.46653652, 2.807899503991754, -0.001203076693890421, 0.19602029, 0.11502061652879607]",
folder7/Lost Frequencies feat. Janieck Devy - Reality (Official Music Video) [ilw-qmqZ5zY].mp3,Lost Frequencies feat. Janieck Devy ,folder7/Lost Frequencies feat. Janieck Devy ,"[0.39652428, 2590.7580045738423, 2582.429586815902, 5568.606956533137, 21.59348031907488, 0.19364779946017946, 0.5416858, 0.26689878, 11.273594, 0.7468, 2.292634135475967, 0.0026884346863093995, 0.18760309, 0.12475642784378853]",
folder7/Luke Combs - When It Rains It Pours [uXyxFMbqKYA].mp3,Luke Combs ,folder7/Luke Combs ,"[0.39921713, 2589.5055383622025, 2421.9364695471, 5352.635289754172, 21.066486840825096, 0.23298544418905498, 0.52458453, 0.2597639, 11.418333, 0.93215317, 3.3744900969486595, -0.015543350333538684, 0.21160412, 0.14822146611413675]",
folder7/Luke Christopher - Lot to Learn [k9elZm_EH_4].mp3,Luke Christopher ,folder7/Luke Christopher ,"[0.3673469, 2617.661118321769, 2473.439077100513, 5507.873169662846, 21.01538293858467, 0.20110470159221205, 0.49165708, 0.26280186, 17.824188, 1.7561911, 3.9282862498971896, -0.024715500871661418, 0.26947656, 0.14077388811076413]",
folder7/Luke Combs - She Got the Best of Me [a2a9fgPI_PI].mp3,Luke Combs ,folder7/Luke Combs ,"[0.386394, 2605.246792043337, 2404.289253748591, 5333.742375624021, 20.965846169641747, 0.214848695001799, 0.52166164, 0.2662423, 9.273152, 0.27390718, 3.1517808501661735, -0.007013251566753746, 0.19261265, 0.1478061183131852]",
folder7/Lil Uzi Vert - XO Tour Llif3 (Official Music Video) [WrsFXgQk5UI].mp3,Lil Uzi Vert ,folder7/Lil Uzi Vert ,"[0.3642394, 2204.5731730598022, 2193.8557371304196, 4635.880236598443, 20.01507139612669, 0.1630862297949114, 0.3914031, 0.21314892, 15.849131, -0.9650663, 2.3124644569194803, -0.007570738571784992, 0.20958553, 0.09615812541069972]",
folder7/Lukas Graham - Love Someone [Official Music Video] [dN44xpHjNxE].mp3,Lukas Graham ,folder7/Lukas Graham ,"[0.38812676, 2010.9927864996619, 2202.7305178753563, 4199.007174956855, 21.417448805623685, 0.20285255995027995, 0.45861056, 0.24761346, 7.609222, 0.64879227, 2.1312735837045804, 0.014138402205453132, 0.16447088, 0.09514662063067128]",
folder7/Luke Combs - Hurricane [BixwVsiDdZM].mp3,Luke Combs ,folder7/Luke Combs ,"[0.41223994, 2601.2676232672275, 2447.666548996964, 5336.52332459427, 21.144661109751567, 0.2527163900315056, 0.57832783, 0.27324808, 3.49767, -0.98362714, 2.0431776029212565, 0.003281833429325695, 0.1260656, 0.1468683025281659]",
folder7/Little Mix - Shout Out to My Ex (Live on the Honda Stage at iHeartRadio) [inqQozF97_I].mp3,Little Mix ,folder7/Little Mix ,"[0.29641393, 2988.46640359835, 2432.5720121721674, 5894.680844812345, 22.134968039918462, 0.19200325337676385, 0.44714567, 0.24481472, 2.0819118, -6.8267956, 1.3051010636910707, 0.004011107166002129, 0.10440364, 0.18322583355668143]",
folder7/Lil Wayne - Mirror ft. Bruno Mars (Official Music Video) [OZLUa8JUR18].mp3,Lil Wayne ,folder7/Lil Wayne ,"[0.34925896, 1945.8903509831514, 2083.6678816120316, 3980.417345199117, 20.14546606016107, 0.23290385015160475, 0.5765453, 0.256833, 4.151625, -1.5805173, 1.9642878606984275, 0.003732677743838998, 0.12851882, 0.10119441681844325]",
folder7/Lit - My Own Worst Enemy (Official Music Video) [sc5iTNVEOAg].mp3,Lit ,folder7/Lit ,"[0.40117666, 3482.239526440888, 2796.8531906285684, 6958.618600027902, 20.873329982815143, 0.2377613281734336, 0.562163, 0.27417266, 5.318572, -1.0118513, 2.7435920580389017, 0.008663618775197132, 0.1671587, 0.21937434990737367]",
folder7/Little Wonders - Rob Thomas - Lyrics on Screen - (HQ) [HhZ1BdMtw_Q].mp3,Little Wonders ,folder7/Little Wonders ,"[0.3831905, 2717.7488708604606, 2419.5426321547848, 5428.480466732309, 21.5758744781763, 0.2792603547395821, 0.5064618, 0.2637793, 1.5949454, -2.5045514, 1.459256051585298, 0.003463811336941846, 0.08851215, 0.1610851843702425]",
folder7/LunchMoney Lewis - Bills (Official Video) [_IrQHeDcMi8].mp3,LunchMoney Lewis ,folder7/LunchMoney Lewis ,"[0.40403575, 2939.337040291034, 2508.733671817512, 5922.749662261226, 20.78307014164451, 0.20359721118166016, 0.5755491, 0.27389947, 12.195704, 1.0559605, 3.8378759025964273, 0.000559599704425911, 0.23876718, 0.17392148751675604]",
folder7/Lisa Loeb ＂Stay (I Missed You)＂ Music Video [i9HGwRbMiVY].mp3,Lisa Loeb ＂Stay (I Missed You)＂ Music Video [i9HGwRbMiVY].mp3,folder7/Lisa Loeb ＂Stay (I Missed You)＂ Music Video [i9HGwRbMiVY].mp3,"[0.3896162, 2000.32248500492, 2255.032139378017, 4259.705930710312, 21.57940907143102, 0.1875512434245444, 0.5322973, 0.26018807, 1.0181433, -4.404806, 0.963472456349156, -0.0057934615689302985, 0.063900515, 0.09531624110851103]",
folder7/MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO) [2zNSgSzhBfM].mp3,MACKLEMORE & RYAN LEWIS ,folder7/MACKLEMORE & RYAN LEWIS ,"[0.3336145, 2352.7050767071196, 2100.159458973243, 4754.267397428814, 19.78800999275589, 0.18454319012397183, 0.42239845, 0.22673178, 12.354951, -1.7412317, 3.1437765726564306, 0.006657284214989081, 0.20819138, 0.12614663107353344]",
folder7/Loona - Vamos A La Playa (Official HD videoclip) [BqI--A9hI2A].mp3,Loona ,folder7/Loona ,"[0.38277003, 3213.3154350515883, 2655.4234859595517, 6518.997227963845, 20.979929761047885, 0.200949232954836, 0.58164114, 0.27100268, 12.96249, 3.2450182, 3.627580527583841, -0.005281045475646081, 0.2502134, 0.18722335942504806]",
folder7/Luke Bryan - Kick The Dust Up (Official Lyric Video) [Gz2oHRD2pF4].mp3,Luke Bryan ,folder7/Luke Bryan ,"[0.38460577, 2870.830422049968, 2640.4602348958797, 6069.673904487073, 21.001338189037114, 0.20059771968605483, 0.5360869, 0.27169555, 18.584274, 4.3165627, 4.609189441787927, -0.01513288926408307, 0.29479575, 0.16712870827425486]",
folder7/Logan Paul - Outta My Hair [Official Music Video] [3y5A4paFOb4].mp3,Logan Paul ,folder7/Logan Paul ,"[0.41272226, 2748.3401028127137, 2366.9740270596812, 5371.414175724638, 20.60800553225278, 0.167653088849945, 0.54390717, 0.27322188, 16.986881, 1.2551564, 3.594880183001293, 0.004463556286763411, 0.25202292, 0.15986401511339238]",
folder7/Lost Kings - Phone Down ft. Emily Warren [ol3TZhuKz8s].mp3,Lost Kings ,folder7/Lost Kings ,"[0.42662585, 2774.8724832171447, 2503.8075827233984, 5634.640511745079, 20.994472764947574, 0.18966830453545008, 0.5436366, 0.26489893, 6.0827527, 0.6702784, 2.1677344453416802, 0.012797942060971342, 0.15198207, 0.15328943904126993]",
folder7/Lynyrd Skynyrd - Sweet Home Alabama [ye5BuYf8q4o].mp3,Lynyrd Skynyrd ,folder7/Lynyrd Skynyrd ,"[0.38305733, 2635.5230751887157, 2389.666100311338, 5475.388203989161, 20.964400822952797, 0.17964510804162956, 0.50126696, 0.25736502, 3.1138253, -2.422882, 1.9517622078995684, 0.003413210594678168, 0.12071073, 0.1543888809657333]",
folder7/Louis Tomlinson - Just Like You (Lyric Video) [qvXXMsiQBDg].mp3,Louis Tomlinson ,folder7/Louis Tomlinson ,"[0.38643193, 2714.1004719052626, 2445.278832751944, 5411.004922091254, 21.063637453440414, 0.18783971412830117, 0.5013714, 0.2629456, 10.680091, 0.16584669, 2.6801486430855626, 0.016845476230956745, 0.19518858, 0.14773401310586373]",
folder7/Lizzo - Truth Hurts (Official Video) [P00HMxdsVZI].mp3,Lizzo ,folder7/Lizzo ,"[0.38743272, 2299.411894590281, 2303.890774155118, 4693.519773705175, 20.81025574960159, 0.16640151514641022, 0.39128733, 0.23834904, 10.7513685, 1.5259715, 2.557038653400291, 0.02479579400516273, 0.20018658, 0.1003250047941703]",
folder7/LMFAO - Sorry For Party Rocking [SkTt9k4Y-a8].mp3,LMFAO ,folder7/LMFAO ,"[0.4447688, 2596.605170857527, 2509.51726637788, 5439.34655686829, 20.280771731073365, 0.2006784213670494, 0.5157072, 0.26398474, 3.7221844, -1.0395008, 1.7231439510313464, -0.006811822588506508, 0.11636954, 0.12484882597643854]",
folder7/Luke Bryan - Crash My Party (Official Music Video) [1WEpLzsdEeY].mp3,Luke Bryan ,folder7/Luke Bryan ,"[0.42283675, 2730.1798519489807, 2605.6222486302063, 5797.140809237993, 20.85775354165508, 0.2342120281049685, 0.5732216, 0.27157658, 1.1996748, -3.3585818, 1.1475831510483616, 0.006334806370583892, 0.07344982, 0.15047490587511866]",
folder7/LP - Night Like This (Official Audio) [2yOTfs0s3f4].mp3,LP ,folder7/LP ,"[0.36781737, 2324.2415752166294, 2388.0159058707995, 4862.729046424466, 21.338567527666573, 0.22051101225563008, 0.541274, 0.26372832, 21.25471, 5.980461, 4.781650447510525, -0.015859550988435705, 0.30553618, 0.12385172752119455]",
folder7/M.I.A. - Paper Planes [ewRjZoRtu0Y].mp3,M.I.A. ,folder7/M.I.A. ,"[0.39197508, 3066.036563501444, 2579.5343701892793, 6150.294250051474, 21.002015688695515, 0.22841277702554308, 0.51999295, 0.26320904, 1.6631273, -0.6720289, 1.299940095958913, -0.003399462969571046, 0.08780824, 0.18085503743397138]",
folder7/Lily Allen ｜ Smile (Official Video) [0WxDrVUrSvI].mp3,Lily Allen ｜ Smile (Official Video) [0WxDrVUrSvI].mp3,folder7/Lily Allen ｜ Smile (Official Video) [0WxDrVUrSvI].mp3,"[0.38866132, 2661.519376788566, 2654.662133331577, 6053.853360927665, 21.56287944228088, 0.19167532863466047, 0.4855313, 0.2612296, 2.225465, -1.0479828, 1.315803767733312, 0.0018712023768330962, 0.098093145, 0.12925622568554027]",
folder7/MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO) [QK8mJJJvaes].mp3,MACKLEMORE & RYAN LEWIS ,folder7/MACKLEMORE & RYAN LEWIS ,"[0.4337246, 2896.6938414848737, 2610.4610877339555, 5937.179392688679, 20.6541747438175, 0.17171195554026267, 0.49242306, 0.26073328, 11.3881235, 3.1170204, 2.9603541219753615, -0.014596379137595103, 0.21281019, 0.1436555901841869]",
folder7/Lil Skies - Real Ties [Official Music Video] [TQDVaJwtDt4].mp3,Lil Skies ,folder7/Lil Skies ,"[0.42570457, 2784.958240443628, 2645.9302383585814, 5930.335175304878, 21.245828079263426, 0.17237236201015554, 0.4618957, 0.25336656, 14.672613, 2.2297516, 2.618146863671828, -0.019248382229982094, 0.22241084, 0.1275051606961382]",
folder7/Lily James - A Dream is a Wish Your Heart Makes (from Disney’s “Cinderella”) [Zye-4GGANzw].mp3,Lily James ,folder7/Lily James ,"[0.2684192, 2706.4057029039204, 2298.1877616743373, 5273.988887599257, 22.335673230789897, 0.2691205403083936, 0.44177532, 0.25249323, 1.0926682, -8.09236, 0.9798677360099706, 0.00999578747497863, 0.06970114, 0.16153494412781763]",
folder7/Luke Combs - Beer Never Broke My Heart (Official Video) [7Lb9dq-JZFI].mp3,Luke Combs ,folder7/Luke Combs ,"[0.44341737, 2847.452719111231, 2518.2419515830643, 5751.806022837101, 20.61215260692335, 0.21326046693785702, 0.6071774, 0.2769771, 1.5497249, -4.212694, 1.3357384581770997, -0.0029552659724526725, 0.080298446, 0.17367716102715297]",
folder7/Lost Kings - Something Good (Official Music Video) [av2KYWGpHVg].mp3,Lost Kings ,folder7/Lost Kings ,"[0.4286799, 2949.141677638855, 2606.4226448788318, 5995.6966555095505, 20.304238122937278, 0.17121332752705257, 0.5424053, 0.2697429, 18.064774, 3.6728103, 4.137818890028477, 0.0022745312084961403, 0.28318527, 0.16594048866322803]",
folder7/Mabel - Finders Keepers (Official Video) ft. Kojo Funds [O3TDhPVx1Do].mp3,Mabel ,folder7/Mabel ,"[0.3988069, 2549.1434983333256, 2365.41566512813, 5165.51238525509, 21.13767534951653, 0.1528997820990375, 0.46761817, 0.25247958, 11.018113, -0.041399773, 2.587109843831375, 0.023650258434527567, 0.1956377, 0.13120387008452497]",
folder7/Lonzo Ball - Melo Ball 1 feat. Kenneth Paige (Official Fan Music Video) [KeHx3xVjH8Q].mp3,Lonzo Ball ,folder7/Lonzo Ball ,"[0.38440502, 1616.680812529755, 2129.9404046744694, 3462.995395281457, 20.44284536217211, 0.17816017114125726, 0.44275767, 0.24942552, 49.63741, 8.352502, 5.023376131455518, -0.03035777051929784, 0.44329238, 0.052341717419583725]",
folder7/LUNIZ -- I GOT 5 ON IT [HSC9cgvtkRs].mp3,LUNIZ ,folder7/LUNIZ ,"[0.38701802, 2530.392135260456, 2397.83687811122, 5075.698086903711, 20.907386034486404, 0.1692142398746788, 0.5399694, 0.26501325, 13.695875, -0.24989676, 2.7092865655802343, -0.0027867051257700953, 0.21552783, 0.14489733927641116]",
"folder7/Machine Gun Kelly, Camila Cabello - Bad Things (Official Music Video) [QpbQ4I3Eidg].mp3","Machine Gun Kelly, Camila Cabello ","folder7/Machine Gun Kelly, Camila Cabello ","[0.43718928, 1992.7567418081778, 2308.0672464481627, 4313.847027310597, 20.86141249267433, 0.21888030549022902, 0.513721, 0.25783107, 24.432068, 6.498699, 4.599401583728881, -0.0034108976518125137, 0.31457394, 0.08700360916957897]",
folder7/Limp Bizkit - Behind Blue Eyes - Lyrics [8IEQpfA528M].mp3,Limp Bizkit ,folder7/Limp Bizkit ,"[0.400786, 2398.6553719159506, 2471.1696126031147, 5216.850456026267, 21.70986221752576, 0.2409581329367591, 0.4802349, 0.2559964, 13.15396, 4.578702, 3.922990145576148, 0.006760825723231132, 0.2476473, 0.13006498252378595]",
folder7/Luke Bryan - Light It Up (Official Music Video) [3yyZ0UOZgcQ].mp3,Luke Bryan ,folder7/Luke Bryan ,"[0.39756727, 2699.1998466299665, 2358.0191267471555, 5408.01475295255, 20.56742354003547, 0.2364888634435812, 0.57908666, 0.26907724, 3.6413264, -1.7014325, 2.207287745576397, -0.004135312146705483, 0.13213423, 0.1726421090169392]",
folder7/Little May - Boardwalks (Official Video) [ZMtNyG5OPqM].mp3,Little May ,folder7/Little May ,"[0.31870165, 1809.5029566364672, 2035.7370803501647, 3763.911967779787, 20.401331527149807, 0.1959434960897162, 0.4911286, 0.24217972, 6.5520153, -4.1976113, 2.068180923321006, -0.014870953951064601, 0.14175588, 0.0864094840431296]",
folder7/Little Mix - Power (Official Video) ft. Stormzy [Dw8B1q1tKgs].mp3,Little Mix ,folder7/Little Mix ,"[0.4303285, 2975.6649400528727, 2611.319450692338, 6086.433087530761, 20.615262633162516, 0.21897067022099062, 0.5177015, 0.2664071, 13.621697, 3.6976395, 3.7389775782007932, -0.0001566074271399677, 0.24848638, 0.17001211688135834]",
folder7/Loren Gray - Kick You Out [u9x3pdxraw0].mp3,Loren Gray ,folder7/Loren Gray ,"[0.4527504, 2443.9066803730952, 2523.7137947605174, 5283.23882331601, 20.844082662177886, 0.20858350821133462, 0.5159218, 0.25795588, 12.356257, 4.340777, 3.1547792167240596, 0.00020227707760130486, 0.2276484, 0.1106533899163067]",
folder7/Macy Gray - I Try (Official Video) [WEQ0l_m3Xm0].mp3,Macy Gray ,folder7/Macy Gray ,"[0.40011933, 2428.62746728145, 2431.4146514588597, 5061.581976500258, 21.145950467441654, 0.21681265784255044, 0.55028504, 0.26819843, 0.64314973, -6.44102, 0.8707338033026557, 0.00932655552938123, 0.053033207, 0.12698943272351726]",
folder7/Love Me [MTI6O2DXMwk].mp3,Love Me [MTI6O2DXMwk].mp3,folder7/Love Me [MTI6O2DXMwk].mp3,"[0.4176515, 1773.782569831102, 2194.0330571066656, 3802.6965945098937, 20.45970776261897, 0.19465489467667718, 0.39511755, 0.23603877, 22.09702, 5.243441, 3.4229523144289904, -0.011132235776038633, 0.28788757, 0.061455643078512395]",
folder7/Lorde - Royals (US Version) [nlcIKh6sBtc].mp3,Lorde ,folder7/Lorde ,"[0.42365214, 2109.6696950404125, 2335.420683564066, 4390.070545878045, 20.468641668726836, 0.1651354190052078, 0.5243352, 0.26333138, 0.87439346, -3.3436942, 0.6616174224033717, 0.0035074303137092072, 0.056166224, 0.09182208209469257]",
folder7/Lulleaux - Contact [Dirty Soul Music] [XJ5BMSUuNDI].mp3,Lulleaux ,folder7/Lulleaux ,"[0.331985, 2887.164272642959, 2461.888079089018, 5649.885991838659, 21.382089324125545, 0.21633426914269213, 0.49589068, 0.26647958, 18.548735, 1.911208, 4.545254585901941, 0.011100160065780159, 0.30224162, 0.17377062377330715]",
folder7/Lil Skies - Lust [Official Music Video] (Dir. by @NicholasJandora) [tcaw6lzYt1Q].mp3,Lil Skies ,folder7/Lil Skies ,"[0.43064913, 2372.4442429305445, 2365.233032062157, 4839.499373525943, 20.60584329732768, 0.18930401386319567, 0.44395313, 0.25076717, 23.565641, 3.2785747, 3.361780662335847, -0.02181059344599439, 0.2766846, 0.10743741401336478]",
folder7/Luther Vandross-Never Too Much [uv7y6PKEYms].mp3,Luther Vandross,folder7/Luther Vandross,"[0.32000777, 2587.5343681294517, 2196.657922260795, 5236.688581496425, 19.114510506242375, 0.1517807709675256, 0.4543264, 0.22656167, 11.220171, -3.6266572, 2.971215498823444, 0.0024614244603906868, 0.20293497, 0.15441776661921267]",
folder7/Logan Mize-Ain't Always Pretty [N77T9KkxfTs].mp3,Logan Mize,folder7/Logan Mize,"[0.4269103, 2793.232505317597, 2488.232250119991, 5660.786921497235, 21.373173088697122, 0.2359144226099357, 0.557711, 0.27016938, 2.625183, -0.9073269, 1.846785585747354, -0.013897634318534139, 0.11202778, 0.17384263724565616]",
"folder7/Logic, Marshmello - Everyday [UCdMwyIy3ks].mp3","Logic, Marshmello ","folder7/Logic, Marshmello ","[0.41805294, 2648.7108190956, 2563.3722537431117, 5558.760746185941, 20.825432181388344, 0.20227924439540435, 0.5279834, 0.2652332, 12.527998, 3.0730436, 2.978850706717012, -0.0076548673170106635, 0.21674308, 0.1348329383678879]",
"folder7/Luke Bryan - Huntin’, Fishin’, And Lovin’ Every Day (Official Music Video) [6l3ukWqRU4s].mp3",Luke Bryan ,folder7/Luke Bryan ,"[0.42348346, 2466.224645881396, 2437.236016663272, 5306.463168590952, 20.737675435118053, 0.23345721697250502, 0.57198733, 0.26997882, 1.3822612, -2.3087714, 1.2735486995022782, -0.0017195703476345931, 0.07883209, 0.13130485685673893]",
folder7/LMFAO - Champagne Showers ft. Natalia Kills [UA8rcLvS1BY].mp3,LMFAO ,folder7/LMFAO ,"[0.4386135, 2714.176107828137, 2549.5507873848806, 5673.164736429851, 19.95877306677655, 0.21558671498202622, 0.6004777, 0.27427542, 3.8501623, 0.42425066, 1.7184165214182525, -0.0006621764320785223, 0.12224139, 0.1436271384910301]",
"folder7/LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock [KQ6zr6kCPj8].mp3",LMFAO ,folder7/LMFAO ,"[0.42094755, 2594.843825224832, 2501.9964870886984, 5503.970588412867, 19.93639412940904, 0.20210278617818125, 0.42216408, 0.24349187, 4.3755174, 0.6035047, 1.8970024946733852, -0.01339553740559902, 0.13285974, 0.12403949719860896]",
folder7/MACKLEMORE FEAT LIL YACHTY - MARMALADE (OFFICIAL MUSIC VIDEO) [EyBooxCkF3A].mp3,MACKLEMORE FEAT LIL YACHTY ,folder7/MACKLEMORE FEAT LIL YACHTY ,"[0.4474076, 2349.821430938929, 2386.8509156054747, 4854.764189785768, 21.018285919163212, 0.14162570269244912, 0.46380812, 0.24528162, 15.633953, 1.7169436, 2.7024911352109915, -0.005675372863655752, 0.23251098, 0.10055520651223776]",
folder7/Logan Paul - THE NUMBER SONG (Official Music Video) prod. by Franke [NrdOKiBD1FE].mp3,Logan Paul ,folder7/Logan Paul ,"[0.41698503, 2614.3141807936972, 2495.9361731190224, 5466.426598622957, 21.309885731693164, 0.17700824707678553, 0.5009138, 0.26006508, 13.588526, 1.8951555, 3.407209870450704, -0.002172399699422937, 0.23129533, 0.1438918136723892]",
folder7/Macklemore & Ryan Lewis - Growing Up (Sloane's Song) feat. Ed Sheeran [6mhtJduoCZ0].mp3,Macklemore & Ryan Lewis ,folder7/Macklemore & Ryan Lewis ,"[0.4024018, 2194.9384386717306, 2347.704193510019, 4582.0282303953845, 20.993727173534396, 0.16972099109507582, 0.5273915, 0.2638337, 19.556986, 3.0300481, 3.690172306519677, 0.007831488128639125, 0.27004334, 0.1064473628488128]",
folder7/Little Bitty Pretty One - Jackson 5 [g4ZHT-VSkgs].mp3,Little Bitty Pretty One ,folder7/Little Bitty Pretty One ,"[0.40856236, 3558.7894553397578, 2805.259975865629, 7109.091648708738, 20.641060243980952, 0.15828710456425485, 0.58791703, 0.27769184, 4.0743194, -1.9819629, 2.098394391583232, 0.006695370314354856, 0.1432084, 0.24717369517581328]",
folder7/Luke Bryan - That's My Kind Of Night (Official Music Video) [crCqWK3SmRo].mp3,Luke Bryan ,folder7/Luke Bryan ,"[0.38662338, 3149.0088488101096, 2591.7462651056553, 6233.155357395362, 20.532752203927103, 0.2118786877361542, 0.56339675, 0.27018815, 1.1874726, -4.1611156, 1.1057548671229709, 0.011644451267540637, 0.07116316, 0.2034249406894168]",
"folder7/Luis Fonsi, Demi Lovato - Échame La Culpa [TyHvyGVs42U].mp3","Luis Fonsi, Demi Lovato ","folder7/Luis Fonsi, Demi Lovato ","[0.40876037, 2624.815117368598, 2527.9762223157145, 5614.378299197635, 20.089504189803627, 0.1745214543802679, 0.5209963, 0.25877455, 16.10233, 2.751524, 3.3493889981541267, 0.004178814991040259, 0.24439505, 0.11813632230763928]",
folder7/Little Do You Know ｜｜ Alex & Sierra (Lyrics) [GP4okspbfMM].mp3,Little Do You Know ｜｜ Alex & Sierra (Lyrics) [GP4okspbfMM].mp3,folder7/Little Do You Know ｜｜ Alex & Sierra (Lyrics) [GP4okspbfMM].mp3,"[0.3363712, 2196.605033242418, 2314.4424042743167, 4649.432091913384, 21.830594590925134, 0.23711792742388882, 0.49512857, 0.2660437, 12.75402, 0.27035248, 3.298528596390197, 0.006749130639673737, 0.23266557, 0.10863913692817141]",
folder7/Lil Yachty - Forever Young ft. Diplo (Official Video) [IiEMQ7M4LxU].mp3,Lil Yachty ,folder7/Lil Yachty ,"[0.33790764, 2400.120289745396, 2279.9798260314556, 4850.8139951813455, 21.461516028530028, 0.17858609948080856, 0.49321374, 0.26540843, 11.468996, -0.3550681, 2.8554000208129318, -0.01886429220279246, 0.2038259, 0.1308169827312783]",
